nb_downl,Surname,First,nb_pages,Author_clean,Students,nb_works,h_index,Author,nb_cit,vn_award,clark,nobel,Country,top10_shangai_yn
435,Kirman,Alan,1286,Alan Kirman,2.5,164,21,"Alan Kirman Centre d'analyse et de mathématiques sociales (CAMS), École des Hautes Études en Sciences Sociales (EHESS), Paris, France",1990,0,0,0, France,0
433,Duclos,Jean-Yves,1336,Jean-Yves Duclos,1.0,231,17,"Jean-Yves Duclos Centre de Recherche sur les Risques, les Enjeux Économiques et les Politiques Publiques (CRREP), Montréal/Québec, CanadaDépartement d'Économique, Université Laval, Québec, Canada",1460,0,0,0, Canada,0
432,Ullah,Aman,1086,Aman Ullah,3.0,170,16,"Aman Ullah Department of Economics, University of California-Riverside, Riverside, California (USA)",1372,0,0,0,(USA),0
431,Lovell,C.,1596,C. Knox Lovell,1.5,152,33,"C. Knox Lovell School of Economics, University of Queensland, Brisbane, AustraliaCentre for Efficiency and Productivity Analysis (CEPA), School of Economics, University of Queensland, Brisbane, Australia",7620,0,0,0, Australia,0
430,Mailath,George,1299,George J. Mailath,9.0,247,23,"George J. Mailath Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",2728,0,0,0,(USA),0
427,Klaus,Joachim,857,Joachim Klaus,1.5,246,19,"Joachim Klaus Winter Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",1329,0,0,0, Germany,0
426,Saggi,Kamal,1437,Kamal Saggi,1.0,171,22,"Kamal Saggi Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",1809,0,0,0,(USA),0
424,Corneo,Giacomo,1063,Giacomo Corneo,2.0,150,21,"Giacomo Corneo Abteilung Volkswirtschaftslehre, Fachbereich Wirtschaftswissenschaft, Freie Universität Berlin, Berlin, Germany",1404,0,0,0, Germany,0
422,Schmidt,Klaus,856,Klaus M. Schmidt,1.0,192,25,"Klaus M. Schmidt Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",4833,0,0,0, Germany,0
421,Addison,John,2337,John Addison,1.5,307,22,"John Addison Economics Department, Darla Moore School of Business, University of South Carolina, Columbia, South Carolina (USA)",1815,0,0,0,(USA),0
421,Maskin,Eric,1411,Eric S. Maskin,45.5,195,43,"Eric S. Maskin Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",7515,0,0,1,(USA),1
420,Sefton,Martin,946,Martin Sefton,2.0,143,21,"Martin Sefton School of Economics, University of Nottingham, Nottingham, United KingdomCentre for Decision Research and Experimental Economics (CeDEx), School of Economics, University of Nottingham, Nottingham, United Kingdom",1976,0,0,0, United Kingdom,0
420,Fidrmuc,Jarko,1071,Jarko Fidrmuc,0.5,170,18,"Jarko Fidrmuc Department Wirtschaftswissenschaften, Zeppelin Universität, Friedrichshafen, Germany",1262,0,0,0, Germany,0
419,Kapteyn,Arie,1369,Arie Kapteyn,0.5,264,23,"Arie Kapteyn Department of Economics, University of Southern California, Los Angeles, California (USA)",1995,0,0,0,(USA),0
419,Williamson,Stephen,1325,Stephen D. Williamson,11.5,130,19,"Stephen D. Williamson Department of Economics, University of Western Ontario, London, Canada",1580,0,0,0, Canada,0
418,Townsend,Robert,1744,Robert M. Townsend,9.0,147,27,"Robert M. Townsend Department of Economics, University of Chicago, Chicago, Illinois (USA)Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",4154,0,0,0,(USA),1
417,Chavas,Jean-Paul,2731,Jean-Paul Chavas,1.0,326,25,"Jean-Paul Chavas Department of Agricultural & Applied Economics, University of Wisconsin-Madison, Madison, Wisconsin (USA)",2229,0,0,0,(USA),0
415,C.V.,Alberto,1029,Alberto Bisin C.V.,1.0,141,21,"Alberto Bisin C.V. Starr Center for Applied Economics, Department of Economics, New York University (NYU), New York City, New York (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2218,0,0,0,(USA),1
415,Knittel,Christopher,1039,Christopher R. Knittel,2.0,128,20,"Christopher R. Knittel Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1650,0,0,0,(USA),1
412,Cason,Timothy,1717,Timothy Cason,7.0,160,28,"Timothy Cason Department of Economics, Krannert School of Management, Purdue University, West Lafayette, Indiana (USA)",2327,0,0,0,(USA),0
412,Bargain,Olivier,1316,Olivier Bargain,1.5,258,16,"Olivier Bargain Laboratoire d'Analyse et de Recherche Économiques et Finance Internationales (LAREFI), Université de Bordeaux, Bordeaux, France",1095,0,0,0, France,0
411,Noussair,Charles,1572,Charles Noussair,1.5,212,23,"Charles Noussair Economics Department, Eller College of Management, University of Arizona, Tucson, Arizona (USA)",2393,0,0,0,(USA),0
405,Wickens,Michael,881,Michael R. Wickens,1.0,158,17,"Michael R. Wickens Department of Economics and Related Studies, University of York, York, United Kingdom",924,0,0,0, United Kingdom,0
403,Taylor,J.,1008,J. Edward Taylor,0.5,137,20,"J. Edward Taylor Department of Agricultural and Resource Economics, University of California-Davis, Davis, California (USA)",1868,0,0,0,(USA),0
402,Oxley,Les,1974,Les Oxley,1.0,233,19,"Les Oxley Department of Economics, Waikato Management School, University of Waikato, Hamilton, New Zealand",1197,0,0,0, New Zealand,0
401,Weibull,Jorgen,919,Jorgen W. Weibull,1.0,179,20,"Jorgen W. Weibull Department of Economics, Handelshögskolan i Stockholm, Stockholm, Sweden",2218,0,0,0, Sweden,0
398,Cornelis,Gerrit,1767,Gerrit Cornelis,1.0,402,16,"Gerrit Cornelis van Kooten Department of Economics, University of Victoria, Victoria, Canada",1048,0,0,0, Canada,0
398,Sorensen,Bent,883,Bent E. Sorensen,8.5,151,23,"Bent E. Sorensen Department of Economics, University of Houston, Houston, Texas (USA)",1949,0,0,0,(USA),0
397,Danthine,Jean-Pierre,774,Jean-Pierre Danthine,2.0,155,20,"Jean-Pierre Danthine Paris School of Economics, Paris, France",1189,0,0,0, France,0
396,George,Stephen,2120,Stephen George,2.0,244,19,"Stephen George Hall School of Business, Leicester University, Leicester, United Kingdom",1444,0,0,0, United Kingdom,0
395,Gerlach,Stefan,839,Stefan Gerlach,0.5,137,26,"Stefan Gerlach Central Bank of Ireland, Dublin, Ireland",2290,0,0,0, Ireland,0
395,Foucault,Thierry,987,Thierry Foucault,1.0,174,17,"Thierry Foucault Départment de Finance et Économie, HEC Paris (École des Hautes Études Commerciales), Jouy-en-Josas, France",1217,0,0,0, France,0
395,Mulligan,Casey,1230,Casey B. Mulligan,2.0,165,25,"Casey B. Mulligan Department of Economics, University of Chicago, Chicago, Illinois (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2416,0,0,0,(USA),1
394,Srinivasan,T.,1381,T. N. Srinivasan,7.0,206,20,T. N. Srinivasan †,1554,0,0,0,None,0
392,Walker,Ian,1070,Ian Walker,2.0,189,23,"Ian Walker Institute of Labor Economics (IZA), Bonn, GermanyDepartment of Economics, Management School, Lancaster University, Lancaster, United Kingdom",2017,0,0,0, United Kingdom,0
389,Cooley,Thomas,1254,Thomas F. Cooley,2.0,155,25,"Thomas F. Cooley Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",2533,0,0,0,(USA),1
386,Mercier,Michael,1242,Michael Mercier,2.5,217,22,"Michael Mercier Hutchison Economics Department, University of California-Santa Cruz (UCSC), Santa Cruz, California (USA)",1936,0,0,0,(USA),0
385,Bernhardt,Dan,2100,Dan Bernhardt,11.0,147,16,"Dan Bernhardt Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)Department of Economics, University of Warwick, Coventry, United Kingdom",1011,0,0,0, United Kingdom,0
385,White,Lawrence,1010,Lawrence J. White,5.5,216,21,"Lawrence J. White Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",1689,0,0,0,(USA),1
385,H.,Martin,891,Martin Gaynor H.,4.0,114,19,"Martin Gaynor H. John Heinz III School of Public Policy and Management, Carnegie Mellon University, Pittsburgh, Pennsylvania (USA)",1136,0,0,0,(USA),0
384,J,Andrew,3139,Andrew J,1.5,323,15,Andrew J Hughes Hallett †,1187,0,0,0,None,0
384,Inderst,Roman,1505,Roman Inderst,1.0,196,21,"Roman Inderst Abteilung Finanzen, Fachbereich Wirtschaftswissenschaft, Goethe Universität Frankfurt am Main, Frankfurt am Main, Germany",1262,0,0,0, Germany,0
383,Chiarella,Carl,2493,Carl Chiarella,3.0,336,24,Carl Chiarella †,2396,0,0,0,None,0
382,Vayanos,Dimitri,1050,Dimitri Vayanos,0.5,127,20,"Dimitri Vayanos Finance Department, London School of Economics (LSE), London, United Kingdom",1977,0,0,0, United Kingdom,1
382,Withagen,Cees,1229,Cees Withagen,0.5,168,19,"Cees Withagen Institut de Préparation à l'Administration et à la Gestion (IPAG), Paris, France",1050,0,0,0, France,0
379,Nerlove,Marc,1048,Marc Nerlove,4.0,120,20,"Marc Nerlove Department of Agricultural and Resource Economics, University of Maryland, College Park, Maryland (USA)Institute of Labor Economics (IZA), Bonn, Germany",1340,0,1,0, Germany,0
379,Selten,Reinhard,1265,Reinhard Selten,3.5,159,25,Reinhard Selten †,2476,0,0,1,Germany,0
374,Poncet,Sandra,829,Sandra Poncet,1.0,226,16,"Sandra Poncet Centre d'études prospectives et d'informations internationales (CEPII), Paris, FranceParis School of Economics, Paris, France",1142,0,0,0, France,0
371,Chatterjee,Satyajit,779,Satyajit Chatterjee,0.5,138,16,"Satyajit Chatterjee Research Department, Federal Reserve Bank of Philadelphia, Philadelphia, Pennsylvania (USA)",1269,0,0,0,(USA),0
369,Peracchi,Franco,953,Franco Peracchi,12.0,148,15,"Franco Peracchi Economics Department, Georgetown University, Washington, District of Columbia (USA)",1024,0,0,0,(USA),0
368,Ray,Debraj,2119,Debraj Ray,0.5,179,33,"Debraj Ray Department of Economics, New York University (NYU), New York City, New York (USA)",3906,0,0,0,(USA),1
367,William,George,1633,George William,6.0,273,26,"George William Evans Department of Economics, University of Oregon, Eugene, Oregon (USA)",2234,0,0,0,(USA),0
363,Girma,Sourafel,1197,Sourafel Girma,0.5,150,25,"Sourafel Girma School of Economics, University of Nottingham, Nottingham, United Kingdom",2091,0,0,0, United Kingdom,0
363,Postel-Vinay,Fabien,964,Fabien Postel-Vinay,3.0,143,19,"Fabien Postel-Vinay Department of Economics, University College London (UCL), London, United Kingdom",1766,0,0,0, United Kingdom,0
362,Paldam,Martin,985,Martin Paldam,1.0,111,19,"Martin Paldam School of Economics and Management, Institut for Økonomi, Aarhus Universitet, Aarhus, Denmark",1435,0,0,0, Denmark,0
362,Christopher,Michael,840,Michael Christopher,15.0,197,19,"Michael Christopher Burda Institut für Wirtschaftstheorie II, Wirtschaftswissenschaftliche Fakultät, Humboldt-Universität Berlin, Berlin, GermanySchumpeter Institut, Wirtschaftswissenschaftliche Fakultät, Humboldt-Universität Berlin, Berlin, Germany",1398,0,0,0, Germany,0
361,Rugman,Alan,920,Alan M. Rugman,0.5,117,21,Alan M. Rugman †,1548,0,0,0,None,0
360,Palfrey,Thomas,1995,Thomas R. Palfrey,1.0,247,31,"Thomas R. Palfrey Division of Social Sciences, California Institute of Technology, Pasadena, California (USA)",3725,0,0,0,(USA),0
