Rank,Author,Score
269,"Abdulnasser  Hatemi-J Department of Economics and Finance, Faculty of Business and Economics, United Arab Emirates University, Al-Ain, United Arab Emirates",1420
270,"Giovanni  Cerulli Istituto di Ricerca sulla Crescita Economica Sostenibile (IRCrES), Consiglio Nazionale delle Ricerche, Moncalieri, Italy",1418
271,"Mark R. Rosenzweig Economic Growth Center, Economics Department, Yale University, New Haven, Connecticut (USA)",1410
272,"Robert G. King Department of Economics, Boston University, Boston, Massachusetts (USA)",1409
273,"Ravi  Kanbur Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)Department of Economics, Cornell University, Ithaca, New York (USA)",1408
273,"Gerson Javier Perez Valbuena Centro de Estudios Economicos Regionales (CEER), Banco de la Republica de Colombia, Cartagena, Colombia",1408
275,"Gordon  Hanson Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",1406
276,"L. Randall  Wray Center for Full Employment and Price Stability, Department of Economics, University of Missouri-Kansas City, Kansas City, Missouri (USA)Levy Economics Institute, Bard College, Annandale-on-Hudson, New York (USA)",1397
277,"Michael C. Jensen Negotiations, Organizations and Markets Unit, Harvard Business School, Harvard University, Cambridge, Massachusetts (USA)",1394
278,"Nora Claudia Lustig Department of Economics, Tulane University, New Orleans, Louisiana (USA)",1393
279,"George A. Akerlof Department of Economics, University of California-Berkeley, Berkeley, California (USA)",1384
280,"Joseph Francis Francois Department Volkswirtschaftlehre, Universität Bern, Bern, Switzerland",1381
281,"Hernan  Rincon-Castro Banco de la Republica de Colombia, Bogotá, Colombia",1380
281,"Richard B. Freeman Centre for Economic Performance (CEP), London School of Economics (LSE), London, United KingdomNational Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",1380
283,"Avi  Goldfarb Rotman School of Management, University of Toronto, Toronto, Canada",1378
284,"Carl  Shapiro Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)",1377
285,"Andrea  Roventini Laboratory of Economics and Management (LEM), Scuola Superiore Sant'Anna, Pisa, Italy",1373
286,"Frederick (Rick)  van der Ploeg Oxford Centre for the Analysis of Resource-Rich Economies (OxCarre), Department of Economics, Oxford University, Oxford, United KingdomDepartment of Economics, Oxford University, Oxford, United Kingdom",1372
287,"Andrew J. Oswald Department of Economics, University of Warwick, Coventry, United KingdomInstitute of Labor Economics (IZA), Bonn, Germany",1368
288,"Bronwyn Hughes Hall Department of Economics, University of California-Berkeley, Berkeley, California (USA)",1365
289,"Philippe  Van Kerm Luxembourg Institute of Socio-Economic Research (LISER, CEPS/INSTEAD), Esch-sur-Alzette, LuxembourgPEARL Institute for Research on Socio-Economic Inequality (IRSEI), Integrative Research Unit on Social and Individual Development (INSIDE), Université du Luxembourg, Luxembourg, Luxembourg",1362
290,"Frank  Schorfheide Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1361
290,"Sergio T Rebelo Centre for Economic Policy Research (CEPR), London, United Kingdom",1361
292,"Alan  Manning Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",1359
293,Tom  Doan,1352
294,"David J. Teece Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)",1350
295,"Enrique G. Mendoza Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1346
296,"Simon  Johnson National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",1342
297,"Ufuk  Akcigit Department of Economics, University of Chicago, Chicago, Illinois (USA)",1339
297,"Gilles  Duranton Real Estate Department, Wharton School of Business, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1339
299,"Costas  Meghir Economics Department, Yale University, New Haven, Connecticut (USA)",1327
300,"John B. Taylor Department of Economics, Stanford University, Stanford, California (USA)Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",1325
301,Robert  Picard,1323
302,"Davide  Furceri International Monetary Fund (IMF), Washington, District of Columbia (USA)",1321
302,"Ilan  Noy School of Economics and Finance, Wellington School of Business and Government, Victoria University of Wellington, Wellington, New Zealand",1321
304,"William  Easterly National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",1319
305,"David N. Weil Economics Department, Brown University, Providence, Rhode Island (USA)",1318
306,"Finn  Tarp Development Economics Research Group - DERG, Økonomisk Institut, Københavns Universitet, København, Denmark",1313
306,"Gian Maria  Milesi-Ferretti Centre for Economic Policy Research (CEPR), London, United KingdomInternational Monetary Fund (IMF), Washington, District of Columbia (USA)",1313
308,"Campbell R. Harvey Finance Area, Fuqua School of Business, Duke University, Durham, North Carolina (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",1311
309,"David F. Hendry Department of Economics, Oxford University, Oxford, United Kingdom",1309
310,"Gustavo  Yamada Departamento Académico de Economía, Universidad del Pacífico, Lima, Peru",1295
311,"Stefan  Homburg Wirtschaftswissenschaftliche Fakultät, Leibniz Universität Hannover, Hannover, Germany",1292
312,"Emmanuel  Saez Department of Economics, University of California-Berkeley, Berkeley, California (USA)",1290
313,"Erik  Brynjolfsson Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1289
314,"Abul Mansur M. Masih Business School, Universiti Kuala Lumpur, Kuala Lumpur, Malaysia",1286
314,"Joshua  Aizenman Department of Economics, University of Southern California, Los Angeles, California (USA)",1286
316,"Sebastian  Galiani Department of Economics, University of Maryland, College Park, Maryland (USA)",1281
317,"Nicholas  Apergis Department of Banking and Financial Management, University of Piraeus, Piraeus, Greece",1280
318,"James E. Anderson Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",1276
319,"Kamil  Yilmaz İktisat Bölümü, İktisadi ve İdari Bilimler Fakültesi, Koç Üniversitesi, İstanbul, Turkey",1273
320,"Patrick  Kehoe Department of Economics, Stanford University, Stanford, California (USA)",1267
321,"Richard J. Zeckhauser Mossavar-Rahmani Center for Business and Government, Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",1265
322,"Roman  Horvath Institut ekonomických studií, Univerzita Karlova v Praze, Praha, Czech Republic",1264
323,"Jens  Hainmueller Graduate School of Business, Stanford University, Stanford, California (USA)",1261
324,"Jere Richard Behrman Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1260
325,"Mark  Armstrong Department of Economics, Oxford University, Oxford, United Kingdom",1259
326,"Eckhard  Hein Fachbereich Wirtschaftswissenschaften, Hochschule für Wirtschaft und Recht, Berlin, Germany",1258
327,"David Ian Stern Arndt-Corden Department of Economics, Crawford School of Public Policy, Australian National University, Canberra, Australia",1254
328,Stefan  Szymanski,1253
329,"Chun-Yan  Kuo Economics Department, Queen's University, Kingston, Canada",1248
330,"Lawrence F. Katz Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1247
331,"Martha  Lopez Banco de la Republica de Colombia, Bogotá, Colombia",1239
332,"John C. Williams Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)Federal Reserve Bank of New York, New York City, New York (USA)",1237
333,Martin S. Feldstein †,1235
334,"Victor  Chernozhukov Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1232
335,"Pablo  Fernandez IESE Business School, Universidad de Navarra, Barcelona, Spain",1231
336,"Janet  Currie Department of Economics, Princeton University, Princeton, New Jersey (USA)Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",1229
336,"Alan  Auerbach Robert D. Burch Center for Tax Policy and Public Finance, Department of Economics, University of California-Berkeley, Berkeley, California (USA)",1229
338,"Philip  Molyneux Department of Finance and Economics, College of Business Administration, University of Sharjah, Sharjah, United Arab Emirates",1227
339,"Iftekhar  Hasan Gabelli School of Business, Fordham University, New York City, New York (USA)Suomen Pankki, Helsinki, Finland",1226
340,"Robert  Stehrer Wiener Institut für Internationale Wirtschaftsvergleiche (WIIW), Wien, Austria",1224
340,"Martín  Uribe National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",1224
342,"David  Weinstein Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",1223
343,"Peter  Nunnenkamp Institut für Weltwirtschaft (IfW), Kiel, Germany",1216
344,"Hector Manuel Zarate-Solano Banco de la Republica de Colombia, Bogotá, Colombia",1213
345,"Dirk  Krueger Penn Institute for Economic Research, Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1210
345,"Walter Erwin Diewert Vancouver School of Economics, University of British Columbia, Vancouver, Canada",1210
347,"Arne Risa Hole Department of Economics, University of Sheffield, Sheffield, United Kingdom",1209
348,"Marcel  Fratzscher DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",1208
349,"Richard  Roll Anderson Graduate School of Management, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",1205
350,"Md. Mahmudul  Alam College of Business, Universiti Utara Malaysia, Sintok, Malaysia",1204
351,"Thomas  Piketty Paris School of Economics, Paris, France",1199
352,"Sahra Khaleel Mickaiel Department of Economics, Faculty of Agriculture, Cairo University, Giza, Egypt",1197
353,"William  Kerr Harvard Business School, Harvard University, Cambridge, Massachusetts (USA)",1192
354,"Wilbert H van der Klaauw Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)",1189
354,Wallace E. Oates †,1189
356,"Aart  Kraay Economics Research, World Bank Group, Washington, District of Columbia (USA)",1187
356,"Jose  De Gregorio Departamento de Economía, Facultad de Economía y Negocios, Universidad de Chile, Santiago, Chile",1187
358,"Amartya  Sen Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1185
359,"James R. Markusen Department of Economics, University of Colorado, Boulder, Colorado (USA)",1184
359,"Mike  Wright Business School, University of Nottingham, Nottingham, United Kingdom",1184
361,"Inmaculada C. Alvarez Departamento de Análisis Económico: Teoría Económica e Historia Económica, Facultad de Ciencias Económicas y Empresariales, Universidad Autónoma de Madrid, Madrid, Spain",1181
362,"Quamrul H. Ashraf Economics Department, Williams College, Williamstown, Massachusetts (USA)",1178
362,"Simon  Gilchrist Department of Economics, New York University (NYU), New York City, New York (USA)",1178
364,"Oded  Stark Wydział Nauk Ekonomicznych, Uniwersytet Warszawski, Warszawa, Poland",1176
365,"A. Colin Cameron Economics Department, University of California-Davis, Davis, California (USA)",1173
366,"Aaditya  Mattoo Economics Research, World Bank Group, Washington, District of Columbia (USA)",1171
366,"Marco  Caliendo Lehrstuhl für Empirische Wirtschaftsforschung, Wirtschafts- und Sozialwissenschafltiche Fakultät, Universität Potsdam, Potsdam, Germany",1171
368,"Inmaculada  Martinez-Zarzoso Wirtschaftswissenschaftliche Fakultät, Georg-August-Universität Göttingen, Göttingen, Germany",1165
368,"Orazio  Attanasio Department of Economics, University College London (UCL), London, United Kingdom",1165
370,Anthony Barnes Atkinson †,1163
371,"Gary  Charness Department of Economics, University of California-Santa Barbara (UCSB), Santa Barbara, California (USA)",1158
371,"Chiara  Criscuolo Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",1158
373,"Luis Fernando Melo-Velandia Banco de la Republica de Colombia, Bogotá, Colombia",1155
374,"Thomas  Philippon Finance Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",1154
